time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2019-02-28,137.3,134.28,135.45,3507157.3,475891088.62,135.69,multiply,BTC
2019-03-01,137.09,135.21,135.69,2435565.13,330159759.2,135.56,multiply,BTC
2019-03-02,136.42,132.0,135.56,2736749.29,364630052.18,133.23,multiply,BTC
2019-03-03,133.89,129.54,133.23,3022980.48,395176432.49,130.72,multiply,BTC
2019-03-04,128.06,124.7,130.72,4044855.21,510427922.11,126.19,multiply,BTC
2019-03-05,137.65,130.71,126.19,4103338.25,563233224.87,137.26,multiply,BTC
2019-03-06,139.42,135.78,137.26,3702274.52,510295746.82,137.83,multiply,BTC
2019-03-07,139.08,136.71,137.83,3592852.24,492561930.9,137.09,multiply,BTC
2019-03-08,136.97,132.6,137.09,3861108.53,516297592.21,133.72,multiply,BTC
2019-03-09,139.2,136.16,133.72,4760257.24,654346420.66,137.46,multiply,BTC
2019-03-10,137.27,135.23,137.46,4554160.71,618882510.73,135.89,multiply,BTC
2019-03-11,134.19,132.1,135.89,3955121.52,525057139.92,132.75,multiply,BTC
2019-03-12,134.97,131.16,132.75,4263917.8,570039062.82,133.69,multiply,BTC
2019-03-13,133.46,131.83,133.69,3630253.25,479696040.47,132.14,multiply,BTC
2019-03-14,133.48,131.7,132.14,3663443.97,484598445.78,132.28,multiply,BTC
2019-03-15,137.45,133.83,132.28,4270863.8,583666428.65,136.66,multiply,BTC
2019-03-16,143.64,140.1,136.66,4152529.68,588456982.06,141.71,multiply,BTC
2019-03-17,140.69,138.53,141.71,3079593.86,428711369.9,139.21,multiply,BTC
2019-03-18,140.33,137.42,139.21,3675766.34,505988400.31,137.66,multiply,BTC
2019-03-19,140.0,138.51,137.66,2959759.78,410911826.38,138.83,multiply,BTC
2019-03-20,140.08,135.21,138.83,3438753.92,479746173.14,139.51,multiply,BTC
2019-03-21,137.65,135.14,139.51,3173312.8,429463619.13,135.34,multiply,BTC
2019-03-22,137.15,135.19,135.34,3596683.36,490834531.25,136.47,multiply,BTC
2019-03-23,138.05,136.45,136.47,3023175.92,414921651.66,137.25,multiply,BTC
2019-03-24,136.96,135.44,137.25,2981608.11,406092493.2,136.2,multiply,BTC
2019-03-25,134.26,132.26,136.2,3670095.99,490150261.65,133.55,multiply,BTC
2019-03-26,134.67,133.4,133.55,3827002.09,512803193.25,134.0,multiply,BTC
2019-03-27,139.91,137.48,134.0,3320217.4,463859901.26,139.71,multiply,BTC
2019-03-28,139.46,137.64,139.71,2606104.07,360079362.31,138.17,multiply,BTC
2019-03-29,143.61,140.28,138.17,2705221.02,388164486.74,143.49,multiply,BTC
2019-03-30,145.62,141.5,143.49,2819177.84,401929227.82,142.57,multiply,BTC
2019-03-31,142.59,140.82,142.57,2457222.63,348447809.47,141.81,multiply,BTC
2019-04-01,143.51,140.61,141.81,2630129.91,372212036.51,141.52,multiply,BTC
2019-04-02,167.67,155.55,141.52,5376478.86,887226842.02,165.02,multiply,BTC
2019-04-03,173.63,157.01,165.02,6336384.73,1021372943.94,161.19,multiply,BTC
2019-04-04,160.08,154.62,161.19,5902832.8,931278063.8,157.77,multiply,BTC
2019-04-05,168.27,161.56,157.77,4067491.58,676449184.13,166.31,multiply,BTC
2019-04-06,168.81,163.45,166.31,3675655.57,610081433.69,165.98,multiply,BTC
2019-04-07,176.84,168.99,165.98,4130987.52,723860882.3,175.23,multiply,BTC
2019-04-08,186.35,178.15,175.23,5434639.01,982257918.76,180.74,multiply,BTC
2019-04-09,179.08,175.49,180.74,4225973.63,744921064.59,176.27,multiply,BTC
2019-04-10,184.61,174.66,176.27,4395604.92,779905569.97,177.43,multiply,BTC
2019-04-11,168.52,162.61,177.43,4106469.25,678135751.74,165.14,multiply,BTC
2019-04-12,166.77,163.93,165.14,3527639.38,579717122.14,164.34,multiply,BTC
2019-04-13,165.07,162.68,164.34,2556214.45,419488385.19,164.11,multiply,BTC
2019-04-14,168.66,165.87,164.11,2441615.5,410659242.92,168.19,multiply,BTC
2019-04-15,164.47,157.31,168.19,2940051.46,471248886.63,160.29,multiply,BTC
2019-04-16,168.43,165.51,160.29,2586513.57,431051631.58,166.65,multiply,BTC
2019-04-17,167.61,165.57,166.65,2898589.05,483563621.54,166.83,multiply,BTC
2019-04-18,175.99,168.0,166.83,3332583.95,580507688.82,174.19,multiply,BTC
2019-04-19,175.18,172.05,174.19,3419770.34,594715862.71,173.91,multiply,BTC
2019-04-20,176.46,172.14,173.91,2870760.96,499377592.66,173.95,multiply,BTC
2019-04-21,173.55,168.93,173.95,3168444.87,538958886.59,170.1,multiply,BTC
2019-04-22,174.95,171.66,170.1,3103252.87,533034241.1,171.77,multiply,BTC
2019-04-23,176.48,170.22,171.77,3700068.68,631247553.1,170.6,multiply,BTC
2019-04-24,168.11,162.06,170.6,3857979.43,640568932.45,166.04,multiply,BTC
2019-04-25,157.46,151.47,166.04,3703889.42,566583639.01,152.97,multiply,BTC
2019-04-26,156.34,153.1,152.97,4271880.05,664745100.27,155.61,multiply,BTC
2019-04-27,158.82,154.74,155.61,3180592.49,499650658.23,157.09,multiply,BTC
2019-04-28,158.75,156.75,157.48,3266460.67,512017509.14,156.75,multiply,BTC
2019-04-29,156.41,153.47,156.75,3869970.37,600216907.48,155.1,multiply,BTC
2019-04-30,162.98,158.38,155.1,3866598.25,628938767.92,162.66,multiply,BTC
2019-05-01,165.03,159.69,162.66,3691944.96,592360037.63,160.45,multiply,BTC
2019-05-02,164.53,160.35,160.45,3473740.65,562923879.73,162.05,multiply,BTC
2019-05-03,169.78,162.53,162.05,4532945.57,758920968.96,167.42,multiply,BTC
2019-05-04,170.53,163.52,167.42,3713653.71,608566255.33,163.87,multiply,BTC
2019-05-05,164.61,161.6,163.87,3433695.94,561246835.97,163.45,multiply,BTC
2019-05-06,176.64,161.75,163.45,4488090.88,776787094.64,173.08,multiply,BTC
2019-05-07,182.44,168.13,173.08,4936028.8,831030599.03,168.36,multiply,BTC
2019-05-08,174.62,170.36,168.36,3403183.6,582840013.13,171.26,multiply,BTC
2019-05-09,176.21,168.37,171.26,3943191.45,671950641.49,170.41,multiply,BTC
2019-05-10,178.6,171.61,170.41,4814615.9,830217078.43,172.44,multiply,BTC
2019-05-11,205.96,183.95,172.44,7733488.89,1490463311.39,192.73,multiply,BTC
2019-05-12,190.0,182.74,192.73,5653948.51,1063997805.21,188.19,multiply,BTC
2019-05-13,212.41,192.66,188.19,5400982.7,1058688204.43,196.02,multiply,BTC
2019-05-14,221.53,198.23,196.02,6092824.59,1323964324.4,217.3,multiply,BTC
2019-05-15,250.34,222.19,217.3,6575907.22,1634933324.11,248.62,multiply,BTC
2019-05-16,273.23,238.66,248.62,7377066.74,1951751255.6,264.57,multiply,BTC
2019-05-17,249.84,232.95,264.57,5291707.52,1295140504.82,244.75,multiply,BTC
2019-05-18,243.12,232.51,244.75,3074321.32,719515504.6,234.04,multiply,BTC
2019-05-19,265.38,259.15,234.04,3040455.74,792664187.01,260.71,multiply,BTC
2019-05-20,257.7,248.83,260.71,2923763.43,738034002.31,252.43,multiply,BTC
2019-05-21,260.06,250.76,252.43,2942581.05,749567073.96,254.73,multiply,BTC
2019-05-22,248.64,239.94,254.73,2883661.97,702468322.2,243.6,multiply,BTC
2019-05-23,252.84,242.36,243.6,2881253.44,707377987.09,245.51,multiply,BTC
2019-05-24,253.09,248.13,245.51,2643933.67,660051716.43,249.65,multiply,BTC
2019-05-25,256.84,250.4,249.65,2637221.94,663540965.23,251.61,multiply,BTC
2019-05-26,273.74,263.44,251.61,2870058.04,769125395.58,267.98,multiply,BTC
2019-05-27,275.77,267.07,267.98,2833209.15,770352433.68,271.9,multiply,BTC
2019-05-28,274.56,267.49,271.9,2485168.11,673868828.05,271.16,multiply,BTC
2019-05-29,271.81,267.39,271.16,2113498.34,569336656.47,269.38,multiply,BTC
2019-05-30,273.94,247.29,269.38,3490610.38,888919581.13,254.66,multiply,BTC
2019-05-31,268.06,258.74,254.66,2633020.0,705141146.06,267.81,multiply,BTC
2019-06-01,274.64,263.95,267.81,2219915.89,587463132.92,264.63,multiply,BTC
2019-06-02,273.41,268.25,264.63,1620460.57,436393898.24,269.3,multiply,BTC
2019-06-03,252.36,246.44,269.3,2244046.91,560664230.33,249.85,multiply,BTC
2019-06-04,242.38,235.54,249.85,1991928.16,480046287.2,241.0,multiply,BTC
2019-06-05,248.0,240.98,241.0,1662960.5,409428797.44,246.2,multiply,BTC
2019-06-06,250.46,244.37,246.2,1590101.24,396643045.51,249.45,multiply,BTC
2019-06-07,256.64,249.2,249.45,1747793.47,436392667.05,249.68,multiply,BTC
2019-06-08,248.57,244.12,249.68,1453951.11,355518816.28,244.52,multiply,BTC
2019-06-09,236.56,229.3,244.52,1893756.32,438297331.78,231.44,multiply,BTC
2019-06-10,249.05,242.39,231.44,1780849.58,441524451.41,247.93,multiply,BTC
2019-06-11,247.18,243.14,247.93,1759613.13,431595398.61,245.28,multiply,BTC
2019-06-12,263.13,252.34,245.28,1811579.62,476376751.84,262.96,multiply,BTC
2019-06-13,265.68,253.9,262.96,1883213.77,480634410.27,255.22,multiply,BTC
2019-06-14,271.16,262.91,255.22,1963695.67,517973327.36,263.77,multiply,BTC
2019-06-15,273.22,267.38,263.77,1611323.66,433542241.87,269.06,multiply,BTC
2019-06-16,273.33,263.81,269.06,2004740.17,538227592.91,268.48,multiply,BTC
2019-06-17,279.71,271.58,268.48,1940675.55,531768182.12,274.01,multiply,BTC
2019-06-18,267.55,262.1,274.01,2017150.88,533637693.55,264.55,multiply,BTC
2019-06-19,273.03,268.3,264.55,1779533.02,478605493.28,268.95,multiply,BTC
2019-06-20,277.24,267.7,268.95,2190475.73,595580698.66,271.9,multiply,BTC
2019-06-21,304.73,291.34,271.9,3122681.1,924121483.27,295.94,multiply,BTC
2019-06-22,317.59,297.6,295.94,3298498.2,1021113047.88,309.57,multiply,BTC
2019-06-23,319.49,305.49,309.57,2040964.74,627034406.46,307.22,multiply,BTC
2019-06-24,315.73,309.11,307.22,2098324.67,652783581.27,311.1,multiply,BTC
2019-06-25,331.19,315.82,311.1,2490224.83,787327800.84,316.17,multiply,BTC
2019-06-26,356.54,327.09,316.17,4990063.21,1668946361.31,334.45,multiply,BTC
2019-06-27,304.51,286.44,334.45,4621483.37,1358301432.01,293.91,multiply,BTC
2019-06-28,334.45,308.51,293.91,3471024.97,1074691127.45,309.62,multiply,BTC
2019-06-29,321.7,297.1,309.62,3056919.35,971430380.51,317.78,multiply,BTC
2019-06-30,291.52,280.86,317.78,3031844.46,880899282.02,290.55,multiply,BTC
2019-07-01,296.25,282.38,290.55,2999260.81,882191267.14,294.14,multiply,BTC
2019-07-02,306.78,288.02,294.14,2799184.46,816238425.59,291.6,multiply,BTC
2019-07-03,322.31,301.94,291.6,2711953.93,819487944.53,302.18,multiply,BTC
2019-07-04,285.27,277.35,302.18,2279751.32,645008552.75,282.93,multiply,BTC
2019-07-05,290.33,276.81,282.93,2373874.37,683730773.75,288.02,multiply,BTC
2019-07-06,294.83,285.05,288.02,2072399.95,596794948.95,287.97,multiply,BTC
2019-07-07,310.49,293.4,287.97,1928737.3,591115586.49,306.48,multiply,BTC
2019-07-08,331.01,310.6,306.48,2214926.34,693677708.29,313.18,multiply,BTC
2019-07-09,320.08,306.51,313.18,2845152.84,876714871.61,308.14,multiply,BTC
2019-07-10,296.79,278.52,308.14,3724564.02,1075676415.5,288.81,multiply,BTC
2019-07-11,274.84,261.69,288.81,3115104.38,836379516.15,268.49,multiply,BTC
2019-07-12,283.84,273.82,268.49,2573134.0,708817593.57,275.47,multiply,BTC
2019-07-13,276.37,264.44,275.47,2212539.02,595140184.21,268.99,multiply,BTC
2019-07-14,245.62,225.11,268.99,3941740.01,893355743.41,226.64,multiply,BTC
2019-07-15,241.31,224.82,226.64,4047278.66,923511961.6,228.18,multiply,BTC
2019-07-16,201.66,190.92,228.18,3819409.66,758710891.32,198.65,multiply,BTC
2019-07-17,216.42,203.43,198.65,3457315.92,730793851.92,211.38,multiply,BTC
2019-07-18,237.98,223.72,211.38,4163229.42,940274400.8,225.85,multiply,BTC
2019-07-19,223.82,219.3,225.85,3382912.4,748628600.16,221.3,multiply,BTC
2019-07-20,235.2,226.06,221.3,3437372.01,786282585.77,228.75,multiply,BTC
2019-07-21,226.66,222.53,228.75,3182833.04,717382099.64,225.39,multiply,BTC
2019-07-22,220.77,215.29,225.39,2812671.28,610780136.13,217.15,multiply,BTC
2019-07-23,212.95,206.64,217.15,2956925.28,626466682.83,211.86,multiply,BTC
2019-07-24,219.38,204.82,211.86,2910890.74,630355201.49,216.55,multiply,BTC
2019-07-25,220.77,216.72,216.55,2187389.53,479242769.15,219.09,multiply,BTC
2019-07-26,220.29,216.74,219.09,1974001.81,432903949.44,219.3,multiply,BTC
2019-07-27,211.27,205.21,219.3,2173632.79,450368183.01,207.2,multiply,BTC
2019-07-28,212.37,206.55,207.2,1817422.14,383709983.77,211.13,multiply,BTC
2019-07-29,211.62,208.3,211.13,1876983.05,395787604.65,210.86,multiply,BTC
2019-07-30,213.12,209.18,210.86,2258182.15,474538660.45,210.14,multiply,BTC
2019-07-31,222.77,216.52,210.14,2589393.02,566129476.53,218.63,multiply,BTC
2019-08-01,225.58,216.11,218.63,2108178.67,458665072.26,217.56,multiply,BTC
2019-08-02,222.58,216.69,217.56,2145075.83,467067767.0,217.74,multiply,BTC
2019-08-03,226.25,220.3,217.74,1829095.55,406320804.41,222.14,multiply,BTC
2019-08-04,226.06,220.79,222.14,1841143.5,410136962.82,222.76,multiply,BTC
2019-08-05,240.29,229.19,222.76,2524717.21,589080374.18,233.33,multiply,BTC
2019-08-06,228.42,218.79,233.33,2709615.79,612417988.29,226.02,multiply,BTC
2019-08-07,236.49,224.76,226.02,2377149.41,537412641.79,226.07,multiply,BTC
2019-08-08,228.63,220.48,226.07,2308485.15,510366037.53,221.08,multiply,BTC
2019-08-09,219.98,208.35,221.08,2351560.73,494698238.3,210.37,multiply,BTC
2019-08-10,206.45,200.12,210.37,2388120.21,491941017.53,206.0,multiply,BTC
2019-08-11,219.2,210.65,206.0,2107135.75,455559384.48,216.2,multiply,BTC
2019-08-12,213.51,210.67,216.2,1612897.03,340886318.9,211.35,multiply,BTC
2019-08-13,209.5,200.04,211.35,2018275.26,421299621.63,208.74,multiply,BTC
2019-08-14,198.43,182.18,208.74,2828543.26,527503051.76,186.49,multiply,BTC
2019-08-15,194.11,185.35,186.49,2833953.91,533152620.53,188.13,multiply,BTC
2019-08-16,191.56,182.65,188.13,2614078.68,484514497.51,185.35,multiply,BTC
2019-08-17,186.53,181.83,185.35,1978569.54,367239957.61,185.61,multiply,BTC
2019-08-18,196.1,186.8,185.61,1997092.19,388939845.06,194.75,multiply,BTC
2019-08-19,206.65,202.06,194.75,1972257.37,399160484.61,202.39,multiply,BTC
2019-08-20,205.51,196.14,202.39,1927843.24,379364434.35,196.78,multiply,BTC
2019-08-21,188.65,183.69,196.78,2127105.53,398264906.15,187.23,multiply,BTC
2019-08-22,193.59,186.02,187.23,2403445.86,457766243.42,190.46,multiply,BTC
2019-08-23,197.59,192.91,190.46,2267870.62,441028157.59,194.47,multiply,BTC
2019-08-24,192.55,187.98,194.47,2224615.22,424955603.88,191.02,multiply,BTC
2019-08-25,191.27,185.8,191.02,1972154.53,368020206.97,186.61,multiply,BTC
2019-08-26,192.58,187.29,186.61,2438507.08,459497798.69,188.43,multiply,BTC
2019-08-27,188.86,184.38,188.43,2171550.34,406355468.77,187.13,multiply,BTC
2019-08-28,179.19,167.82,187.13,2582484.87,446690201.75,172.97,multiply,BTC
2019-08-29,170.49,165.93,172.97,2874572.18,485722262.14,168.97,multiply,BTC
2019-08-30,171.13,167.78,168.97,2318290.34,390733590.91,168.54,multiply,BTC
2019-08-31,174.11,167.37,168.54,2480615.09,427119799.14,172.18,multiply,BTC
2019-09-01,175.83,171.14,172.18,1965280.89,336725399.46,171.34,multiply,BTC
2019-09-02,183.34,178.25,171.34,2601802.17,465121246.9,178.77,multiply,BTC
2019-09-03,183.71,177.65,178.77,2690624.56,481710411.96,179.03,multiply,BTC
2019-09-04,179.74,173.91,179.03,2241155.38,392142478.16,174.97,multiply,BTC
2019-09-05,175.02,171.01,174.97,2421245.32,420446421.8,173.65,multiply,BTC
2019-09-06,170.22,166.51,173.65,3184658.05,538470021.17,169.08,multiply,BTC
2019-09-07,180.15,171.02,169.08,3194413.62,569095905.52,178.15,multiply,BTC
2019-09-08,182.68,176.95,178.15,2882843.48,523928398.41,181.74,multiply,BTC
2019-09-09,183.09,177.93,181.74,3080423.66,556683991.04,180.72,multiply,BTC
2019-09-10,180.25,177.02,180.72,2531620.58,455561042.4,179.95,multiply,BTC
2019-09-11,184.7,177.48,179.95,2621413.36,467382995.55,178.29,multiply,BTC
2019-09-12,184.18,180.84,178.29,2237403.82,405074680.2,181.05,multiply,BTC
2019-09-13,183.07,179.44,181.05,2083933.12,378265276.57,181.52,multiply,BTC
2019-09-14,188.96,180.78,181.52,2542328.14,479618318.72,188.65,multiply,BTC
2019-09-15,190.07,186.15,188.65,2291762.32,433702078.27,189.24,multiply,BTC
2019-09-16,200.92,188.49,189.24,3454835.36,682776485.14,197.63,multiply,BTC
2019-09-17,213.97,195.61,197.63,4479331.8,931019598.74,207.85,multiply,BTC
2019-09-18,215.97,207.13,207.85,2877396.64,605352362.08,210.38,multiply,BTC
2019-09-19,228.14,208.6,210.38,3053051.2,674852986.04,221.04,multiply,BTC
2019-09-20,219.2,214.93,221.04,2097027.53,457532794.9,218.18,multiply,BTC
2019-09-21,217.55,213.85,218.18,1895097.27,407918908.48,215.25,multiply,BTC
2019-09-22,216.5,207.16,215.25,2061169.9,435480738.37,211.28,multiply,BTC
2019-09-23,206.69,199.32,211.28,2214829.52,445112202.26,200.97,multiply,BTC
2019-09-24,177.43,162.05,200.97,5745380.51,957553586.46,166.66,multiply,BTC
2019-09-25,172.32,163.96,166.66,3574741.68,609047989.65,170.38,multiply,BTC
2019-09-26,166.26,159.32,170.38,3095689.97,514201980.38,166.1,multiply,BTC
2019-09-27,176.74,167.8,166.1,2891789.46,503977886.12,174.28,multiply,BTC
2019-09-28,176.32,172.53,174.28,2528177.37,439726389.28,173.93,multiply,BTC
2019-09-29,171.14,167.35,173.93,2486200.26,421890955.75,169.69,multiply,BTC
2019-09-30,181.34,174.77,169.69,2609366.23,473187331.31,181.34,multiply,BTC
2019-10-01,183.77,175.19,181.34,2179937.01,384631359.44,176.44,multiply,BTC
2019-10-02,182.01,177.06,176.44,1787813.16,323753300.19,181.09,multiply,BTC
2019-10-03,177.96,173.5,181.09,1655265.62,289922110.58,175.15,multiply,BTC
2019-10-04,177.82,173.41,175.15,1715505.36,302105911.46,176.1,multiply,BTC
2019-10-05,178.08,174.97,176.1,1272365.23,225332881.49,177.1,multiply,BTC
2019-10-06,172.71,168.7,177.1,1263027.64,215155383.67,170.35,multiply,BTC
2019-10-07,181.31,177.53,170.35,2286213.97,412441723.47,180.4,multiply,BTC
2019-10-08,182.6,178.66,180.4,1960263.55,354886754.1,181.04,multiply,BTC
2019-10-09,197.56,189.48,181.04,2905593.61,562034874.99,193.43,multiply,BTC
2019-10-10,194.54,183.62,193.43,2228352.74,427757729.71,191.96,multiply,BTC
2019-10-11,187.5,178.97,191.96,2449821.2,443112371.1,180.88,multiply,BTC
2019-10-12,183.72,178.39,180.88,1775778.58,319739035.73,180.06,multiply,BTC
2019-10-13,182.44,179.12,180.06,1692906.74,307303066.28,181.52,multiply,BTC
2019-10-14,188.02,182.84,181.52,1997060.85,373652756.7,187.1,multiply,BTC
2019-10-15,183.74,178.84,187.1,1601362.26,289391210.17,180.72,multiply,BTC
2019-10-16,177.68,174.23,180.72,1529482.72,267589324.29,174.95,multiply,BTC
2019-10-17,178.22,175.87,174.95,1364602.15,242094063.34,177.41,multiply,BTC
2019-10-18,175.72,171.73,177.41,1687411.38,292604701.33,173.4,multiply,BTC
2019-10-19,174.94,170.8,173.4,1290858.94,222428090.22,172.31,multiply,BTC
2019-10-20,178.88,175.01,172.31,1429636.02,251374860.0,175.83,multiply,BTC
2019-10-21,176.55,173.02,175.83,1694348.83,295380745.15,174.33,multiply,BTC
2019-10-22,179.33,168.16,174.33,1885090.78,323059100.73,171.38,multiply,BTC
2019-10-23,162.61,155.35,171.38,3784439.92,615086549.87,162.53,multiply,BTC
2019-10-24,162.51,159.9,162.53,2202051.68,354570058.7,161.02,multiply,BTC
2019-10-25,190.24,180.45,161.02,3261147.03,592418485.65,181.66,multiply,BTC
2019-10-26,194.72,175.55,181.66,4580205.62,823988066.26,179.9,multiply,BTC
2019-10-27,187.1,182.51,179.9,2849585.89,524982268.97,184.23,multiply,BTC
2019-10-28,182.32,175.13,184.23,2722797.38,495927707.71,182.14,multiply,BTC
2019-10-29,192.81,184.6,182.14,2802095.97,535243524.58,191.02,multiply,BTC
2019-10-30,188.26,182.3,191.02,2597000.86,476044544.78,183.31,multiply,BTC
2019-10-31,184.43,179.67,183.31,2195241.36,400652125.51,182.51,multiply,BTC
2019-11-01,185.67,181.79,182.51,2087708.68,382994933.81,183.45,multiply,BTC
2019-11-02,184.94,182.52,183.45,1609360.95,294931428.47,183.26,multiply,BTC
2019-11-03,183.42,181.02,183.26,1645443.11,299527547.75,182.03,multiply,BTC
2019-11-04,189.84,185.23,182.03,2840818.52,529141782.76,186.26,multiply,BTC
2019-11-05,191.32,183.68,186.26,2912285.73,550391641.52,188.99,multiply,BTC
2019-11-06,193.4,188.91,188.99,1997261.0,381966467.95,191.25,multiply,BTC
2019-11-07,188.87,185.64,191.25,1620394.79,302159116.09,186.47,multiply,BTC
2019-11-08,183.96,176.76,186.47,1876679.71,344566742.79,183.6,multiply,BTC
2019-11-09,185.71,183.33,183.6,1792345.9,331902613.43,185.18,multiply,BTC
2019-11-10,194.85,188.52,185.18,1967631.72,372531006.18,189.33,multiply,BTC
2019-11-11,187.18,182.38,189.33,1505414.44,278104215.94,184.74,multiply,BTC
2019-11-12,188.82,186.18,184.74,1449981.22,271229529.72,187.06,multiply,BTC
2019-11-13,189.25,185.48,187.06,1569220.48,295049483.62,188.02,multiply,BTC
2019-11-14,185.86,183.35,188.02,1675407.81,309501736.46,184.73,multiply,BTC
2019-11-15,181.99,177.67,184.73,1707961.8,307359873.79,179.96,multiply,BTC
2019-11-16,183.75,180.43,179.96,1327064.52,242378010.81,182.64,multiply,BTC
2019-11-17,184.95,181.8,182.64,1524136.66,280594098.04,184.1,multiply,BTC
2019-11-18,178.38,175.68,184.1,1821248.0,324429797.3,178.14,multiply,BTC
2019-11-19,177.07,173.98,178.14,1799691.24,316618094.51,175.93,multiply,BTC
2019-11-20,176.6,173.77,175.93,1421330.95,248249504.54,174.66,multiply,BTC
2019-11-21,165.47,159.14,174.66,2379873.48,383454674.86,161.12,multiply,BTC
2019-11-22,154.67,148.18,161.12,4238339.8,635753318.04,150.0,multiply,BTC
2019-11-23,154.49,149.72,150.0,1919617.42,292618829.45,152.44,multiply,BTC
2019-11-24,145.25,140.13,152.44,1755418.25,246588734.95,140.47,multiply,BTC
2019-11-25,150.12,143.69,140.47,3500174.72,512193569.93,146.33,multiply,BTC
2019-11-26,149.28,145.84,146.33,2324338.15,343314660.38,147.7,multiply,BTC
2019-11-27,156.58,152.59,147.7,2654231.01,406203726.11,153.04,multiply,BTC
2019-11-28,152.79,149.14,153.04,2177473.91,329295341.5,151.23,multiply,BTC
2019-11-29,160.13,153.68,151.23,2323684.94,360349682.33,155.08,multiply,BTC
2019-11-30,153.18,150.0,155.08,1903183.25,289362154.0,152.04,multiply,BTC
2019-12-01,152.94,148.04,152.04,2329309.65,352262433.35,151.23,multiply,BTC
2019-12-02,150.59,147.81,151.23,1856390.8,276974913.02,149.2,multiply,BTC
2019-12-03,150.66,147.22,149.2,1597602.09,235905745.43,147.66,multiply,BTC
2019-12-04,146.82,141.2,147.66,2301620.42,335275283.08,145.67,multiply,BTC
2019-12-05,150.73,146.73,145.67,2095347.31,310859865.18,148.36,multiply,BTC
2019-12-06,153.06,148.75,148.36,2023506.98,301614232.75,149.06,multiply,BTC
2019-12-07,148.87,146.31,149.06,1916952.96,282782578.16,147.52,multiply,BTC
2019-12-08,151.55,147.85,147.52,2035050.22,307180236.24,150.94,multiply,BTC
2019-12-09,148.56,145.47,150.94,2460246.3,362952616.65,147.53,multiply,BTC
2019-12-10,146.34,143.66,147.53,2622062.84,382196798.55,145.76,multiply,BTC
2019-12-11,146.33,142.65,145.76,1698774.16,243561335.45,143.37,multiply,BTC
2019-12-12,145.21,141.32,143.37,1370822.53,198566010.61,144.85,multiply,BTC
2019-12-13,146.32,143.71,144.85,1260895.58,182667599.49,144.87,multiply,BTC
2019-12-14,142.6,139.98,144.87,1089691.78,154769596.29,142.03,multiply,BTC
2019-12-15,143.72,141.79,142.03,1074097.58,153294265.6,142.72,multiply,BTC
2019-12-16,138.57,130.5,142.72,2288010.43,304103010.61,132.91,multiply,BTC
2019-12-17,128.2,121.04,132.91,2372137.92,289951572.14,122.23,multiply,BTC
2019-12-18,137.06,131.67,122.23,3030302.69,403409568.33,133.13,multiply,BTC
2019-12-19,131.23,125.86,133.13,1979782.32,253852334.83,128.22,multiply,BTC
2019-12-20,129.45,127.72,128.22,1172652.48,150611732.4,128.44,multiply,BTC
2019-12-21,128.3,126.94,128.44,1073799.3,136843442.96,127.44,multiply,BTC
2019-12-22,136.44,132.23,127.44,1914929.41,253363176.6,132.31,multiply,BTC
2019-12-23,130.19,126.31,132.31,2530152.22,323848609.57,128.0,multiply,BTC
2019-12-24,128.95,126.05,128.0,1917134.36,245133666.21,127.86,multiply,BTC
2019-12-25,126.91,123.81,127.86,1935398.76,241861348.44,124.97,multiply,BTC
2019-12-26,128.43,124.4,124.97,2025008.52,254385658.57,125.62,multiply,BTC
2019-12-27,127.09,125.13,125.62,2117705.95,267596594.43,126.36,multiply,BTC
2019-12-28,129.42,126.94,126.36,1823704.07,233763025.26,128.18,multiply,BTC
2019-12-29,135.93,129.27,128.18,2556094.92,344231138.15,134.67,multiply,BTC
2019-12-30,133.33,129.57,134.67,2689699.45,353560386.98,131.45,multiply,BTC
2019-12-31,133.05,128.23,131.45,2215298.66,285823337.69,129.02,multiply,BTC
2020-01-01,132.94,128.84,129.02,1565121.77,204356870.2,130.57,multiply,BTC
2020-01-02,127.54,125.45,130.57,2263943.03,287644676.75,127.05,multiply,BTC
2020-01-03,135.64,130.57,127.05,3363513.32,451528498.69,134.24,multiply,BTC
2020-01-04,136.56,133.47,134.24,1890626.05,253723528.41,134.2,multiply,BTC
2020-01-05,136.53,133.58,134.2,2230689.76,302251466.14,135.5,multiply,BTC
2020-01-06,146.48,142.37,135.5,2938882.86,423649231.45,144.15,multiply,BTC
2020-01-07,151.7,142.89,144.15,3570197.83,510138083.37,142.89,multiply,BTC
2020-01-08,141.11,136.12,142.89,4119909.22,578716722.57,140.47,multiply,BTC
2020-01-09,140.17,135.24,140.47,2574992.16,354683815.63,137.74,multiply,BTC
2020-01-10,148.0,143.0,137.74,3139152.22,454563935.2,144.8,multiply,BTC
2020-01-11,144.84,140.51,144.8,2603639.59,371061707.86,142.52,multiply,BTC
2020-01-12,146.69,144.16,142.52,1984784.04,290506599.97,146.37,multiply,BTC
2020-01-13,146.65,142.43,146.37,2021721.35,290088936.06,143.49,multiply,BTC
2020-01-14,169.63,152.69,143.49,6955259.26,1152190450.5,165.66,multiply,BTC
2020-01-15,171.33,162.34,165.66,5196037.72,862754656.84,166.04,multiply,BTC
2020-01-16,166.89,160.62,166.04,3214484.72,527507989.45,164.1,multiply,BTC
2020-01-17,174.34,166.24,164.1,4516472.6,767710921.71,169.98,multiply,BTC
